    -0.0193518309 -0.000312970249  0.000407633414   -0.0083681187  0 0 0 0 0
      0.493972375   0.00114235092   0.00190533572    -0.043062623  1 0 0 0 0
    -0.0324664617  -0.00726641403    0.0760449739    -0.032931876  2 0 0 0 0
   -0.00704938738    -0.053050936       1.1117798    -0.014992612  0 1 0 0 0
      0.259188707    0.0109126249    0.0426275842      0.27828677  1 1 0 0 0
    -0.0191631168   -0.0663959044    0.0586730159      0.48321772  0 2 0 0 0
      -0.37747196  -0.00527105278   0.00233178149      0.13162767  0 0 1 0 0
   -0.00955114709    0.0235320238    -0.418755914      0.17648494  1 0 1 0 0
     -0.193010924     0.139979792    -0.431746575     -0.22771568  0 1 1 0 0
     0.0795927581    0.0168357653     0.552621328    -0.032549849  0 0 2 0 0
     0.0102371965      1.05342487     -2.80715917     0.040524671  0 0 0 1 0
     -0.690906057   -0.0296452295    -0.147912261     -0.68944897  1 0 0 1 0
      0.182145966     0.226760642   -0.0301996807     -0.79096784  0 1 0 1 0
      0.596304115    -0.129672028     0.598187029      0.48941407  0 0 1 1 0
     -0.290810681    -0.127950838    -0.306043755      0.25453706  0 0 0 2 0
      -0.84988972               0               0  -7.2280082e-16  0 0 0 0 1
 
